dataset,scenario_key,repetition,model,candidate,candidate_index,params_json,status,fit_seconds,threshold,validation_n_samples,validation_n_benign,validation_n_phishing,validation_threshold,validation_accuracy,validation_balanced_accuracy,validation_precision,validation_recall,validation_macro_f1,validation_roc_auc,validation_pr_auc,validation_fpr,validation_tn,validation_fp,validation_fn,validation_tp
iscx_url2016_binary,s0,r07,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,2.5934941999998955,0.22,6801,5306,1495,0.22,0.9982355535950596,0.9969474829403704,0.9973172367538564,0.9946488294314382,0.9974254382799208,0.9999203274642072,0.9997391201004564,0.0007538635506973,5302,4,8,1487
iscx_url2016_binary,s0,r07,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,2.335544199999731,0.26,6801,5306,1495,0.26,0.9980885163946478,0.9968532499965332,0.9966487935656836,0.9946488294314382,0.9972115625553406,0.9999043173185652,0.9996957582681708,0.0009423294383716,5301,5,8,1487
iscx_url2016_binary,s0,r07,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,2.574355100000048,0.49,6801,5306,1495,0.49,0.997500367593001,0.9952752421376948,0.9973082099596232,0.991304347826087,0.9963483065598177,0.9998953667647026,0.9996647835282344,0.0007538635506973,5302,4,13,1482
iscx_url2016_binary,s0,r07,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.5640684999998484,0.35,6801,5306,1495,0.35,0.997941479194236,0.9960383714026022,0.9979825151311366,0.9926421404682274,0.9969934484496432,0.9998533874064448,0.9995675347934244,0.0005653976630229,5303,3,11,1484
iscx_url2016_binary,s0,r07,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.6411942999998246,0.26,6801,5306,1495,0.26,0.9980885163946478,0.9966130347798352,0.9973154362416108,0.993979933110368,0.997210219885336,0.9999089816917052,0.9997159057275468,0.0007538635506973,5302,4,9,1486
iscx_url2016_binary,s0,r07,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.5505376344086024, ""subsample"": 0.9}",ok,1.4124454000002515,0.35,6801,5306,1495,0.35,0.9983825907954712,0.9970417158842076,0.997986577181208,0.9946488294314382,0.9976394168260536,0.9999190668228182,0.9997407633862192,0.0005653976630229,5303,3,8,1487
iscx_url2016_binary,s0,r08,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,1.1216821999996682,0.59,6801,5306,1495,0.59,0.9825025731510072,0.9645245427968844,0.9872521246458924,0.9324414715719064,0.9739688163841111,0.9926764299140116,0.986200209106498,0.0033923859781379,5288,18,101,1394
iscx_url2016_binary,s0,r08,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,1.2360725000003183,0.64,6801,5306,1495,0.64,0.9832377591530658,0.96499570751607,0.9907604832977968,0.9324414715719064,0.9750312707317544,0.9931926625628588,0.9871276119511982,0.0024500565397663,5293,13,101,1394
iscx_url2016_binary,s0,r08,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,1.217333399999916,0.78,6801,5306,1495,0.78,0.9822084987501838,0.9679393051596792,0.9757617728531855,0.94247491638796,0.9737409415500528,0.9938192013332544,0.9873597697681996,0.0065963060686015,5271,35,86,1409
iscx_url2016_binary,s0,r08,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,2.5979552999997395,0.27,6801,5306,1495,0.27,0.9986766651962946,0.9981910426386738,0.9966577540106952,0.9973244147157192,0.9980713982490304,0.999868767231392,0.9996620559089686,0.0009423294383716,5301,5,4,1491
iscx_url2016_binary,s0,r08,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,2.376150399999915,0.28,6801,5306,1495,0.28,0.9982355535950596,0.9979083438071622,0.9946631087391594,0.9973244147157192,0.9974303811242394,0.9998852816335896,0.9996857987927305,0.0015077271013946,5298,8,4,1491
iscx_url2016_binary,s0,r08,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,2.7174348000003192,0.4,6801,5306,1495,0.4,0.9980885163946478,0.9973336804299292,0.9953208556149732,0.9959866220735786,0.997214241915266,0.9998678847824196,0.9996345289958392,0.0013192612137203,5299,7,6,1489
iscx_url2016_binary,s0,r08,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.481037600000036,0.17,6801,5306,1495,0.17,0.9980885163946478,0.997814110863325,0.994,0.9973244147157192,0.9972169133276242,0.9998438065318872,0.9995837477357356,0.0016961929890689,5297,9,4,1491
iscx_url2016_binary,s0,r08,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.5934274000001096,0.34,6801,5306,1495,0.34,0.9983825907954712,0.9977623615343014,0.9959893048128342,0.9966555183946488,0.9976428200821484,0.999788338310766,0.999561716581903,0.0011307953260459,5300,6,5,1490
iscx_url2016_binary,s0,r08,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.5505376344086024, ""subsample"": 0.9}",ok,1.4077703000002657,0.28,6801,5306,1495,0.28,0.9986766651962946,0.9984312578553716,0.9959946595460614,0.9979933110367892,0.998072323655123,0.9998266618089952,0.9996069644255158,0.0011307953260459,5300,6,3,1492
iscx_url2016_binary,s0,r09,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,1.1171180000001186,0.4,6801,5306,1495,0.4,0.9810322011468902,0.9688669481258674,0.965893587994543,0.9471571906354516,0.9721553582532894,0.992225876681538,0.9858571528792712,0.0094232943837165,5256,50,79,1416
iscx_url2016_binary,s0,r09,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,1.2483426999997391,0.32,6801,5306,1495,0.32,0.9808851639464784,0.9721357282158016,0.9565217391304348,0.9565217391304348,0.9721357282158016,0.993300447401629,0.9871693643982392,0.0122502826988315,5241,65,65,1430
iscx_url2016_binary,s0,r09,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,1.1739708999998584,0.66,6801,5306,1495,0.66,0.98014997794442,0.970223272196428,0.956989247311828,0.9525083612040134,0.971015242635726,0.9940156092616804,0.9880196002621796,0.0120618168111571,5242,64,71,1424
iscx_url2016_binary,s0,r09,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,2.5362921000000824,0.35,6801,5306,1495,0.35,0.998970739597118,0.998379508526348,0.997991967871486,0.9973244147157192,0.9984992555857548,0.9997502669408144,0.9995915277842872,0.0005653976630229,5303,3,4,1491
iscx_url2016_binary,s0,r09,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,2.4287028999997347,0.34,6801,5306,1495,0.34,0.9992648139979414,0.9990484048474182,0.9979946524064172,0.9986622073578596,0.9989285545827946,0.999907721050316,0.9997630410193004,0.0005653976630229,5303,3,2,1493
iscx_url2016_binary,s0,r09,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,3.0185284000003776,0.46,6801,5306,1495,0.46,0.9992648139979414,0.9990484048474182,0.9979946524064172,0.9986622073578596,0.9989285545827946,0.9998446889808597,0.999644844771742,0.0005653976630229,5303,3,2,1493
iscx_url2016_binary,s0,r09,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.859427500000038,0.2,6801,5306,1495,0.2,0.9991177767975298,0.998954171903581,0.9973279893119572,0.9986622073578596,0.9987145740825676,0.9997875819259324,0.9995212538677192,0.0007538635506973,5302,4,2,1493
iscx_url2016_binary,s0,r09,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.7551756999996542,0.27,6801,5306,1495,0.27,0.9995588883987648,0.9992368707350926,0.999330655957162,0.9986622073578596,0.9993568238224664,0.9997643861243724,0.999506443673038,0.0001884658876743,5305,1,2,1493
iscx_url2016_binary,s0,r09,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.5505376344086024, ""subsample"": 0.9}",ok,2.1258363000001737,0.33,6801,5306,1495,0.33,0.9991177767975298,0.9987139566868832,0.9979933110367892,0.9979933110367892,0.9987139566868832,0.9998624640244465,0.9996433904127596,0.0005653976630229,5303,3,3,1492
iscx_url2016_binary,s1,r00,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,1.686889600000086,0.5,6802,5307,1495,0.5,0.9847103793002058,0.9709829826574732,0.9833217512161224,0.9464882943143812,0.9774032782444648,0.9923310727990357,0.9854302359362908,0.0045223289994347,5283,24,80,1415
iscx_url2016_binary,s1,r00,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,2.129589399999986,0.48,6802,5307,1495,0.48,0.9863275507203764,0.9751423783694532,0.9821182943603852,0.9551839464882944,0.979867794744347,0.9932011295739268,0.9868951189857276,0.0048991897493876,5281,26,67,1428
iscx_url2016_binary,s1,r00,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,1.4344751999997245,0.68,6802,5307,1495,0.68,0.9850044104675096,0.9762163054664346,0.9709263015551048,0.9605351170568562,0.978053636375714,0.9936455479700252,0.9871637537964716,0.0081025061239871,5264,43,59,1436
iscx_url2016_binary,s1,r00,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,3.976459099999829,0.31,6802,5307,1495,0.31,0.9985298441634812,0.9973762173137894,0.9979879275653925,0.9953177257525084,0.9978546206147936,0.999972271115388,0.9999047013712608,0.0005652911249293,5304,3,7,1488
iscx_url2016_binary,s1,r00,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,3.708882500000073,0.25,6802,5307,1495,0.25,0.9986768597471332,0.9981911314204184,0.9966577540106952,0.9973244147157192,0.9980714781676604,0.9999631962076968,0.9998752810093724,0.0009421518748822,5302,5,4,1491
iscx_url2016_binary,s1,r00,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,6.151186199999756,0.39,6802,5307,1495,0.39,0.9979417818288738,0.9965188906177428,0.9966465459423206,0.993979933110368,0.9969964688607108,0.9999480713615448,0.9998245264400972,0.0009421518748822,5302,5,9,1486
iscx_url2016_binary,s1,r00,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,3.233979900000122,0.2,6802,5307,1495,0.2,0.9982358129961776,0.9967073209927192,0.9979852249832102,0.993979933110368,0.9974243043879978,0.9999243757692402,0.9997461346599474,0.0005652911249293,5304,3,9,1486
iscx_url2016_binary,s1,r00,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.9100988999998665,0.14,6802,5307,1495,0.14,0.9983828285798294,0.9972820021263012,0.9973190348525468,0.9953177257525084,0.9976406505361732,0.9999720190346189,0.9999031814115956,0.0007537214999057,5303,4,7,1488
iscx_url2016_binary,s1,r00,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.550394265232975, ""subsample"": 0.9}",ok,1.677058400000078,0.19,6802,5307,1495,0.19,0.9988238753307852,0.9982853466079068,0.9973244147157192,0.9973244147157192,0.9982853466079068,0.9999809679019256,0.9999340285082028,0.0007537214999057,5303,4,4,1491
iscx_url2016_binary,s1,r01,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,1.3569604999997864,0.62,6802,5307,1495,0.62,0.984416348132902,0.9676715236328872,0.9908127208480564,0.9377926421404682,0.9768308914591926,0.992651089335534,0.9863364084718508,0.0024495948746938,5294,13,93,1402
iscx_url2016_binary,s1,r01,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,1.4915458999998918,0.66,6802,5307,1495,0.66,0.9854454572184652,0.9697724277835862,0.991549295774648,0.9418060200668896,0.9783879389321062,0.9932986848316068,0.9876167460892386,0.0022611644997173,5295,12,87,1408
iscx_url2016_binary,s1,r01,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,1.464634500000102,0.8,6802,5307,1495,0.8,0.9841223169655984,0.9720475197458018,0.9766323024054984,0.9505016722408028,0.9766263963880836,0.993907207808454,0.9879358517276482,0.0064066327491991,5273,34,74,1421
iscx_url2016_binary,s1,r01,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,3.0062738000001445,0.24,6802,5307,1495,0.24,0.99764775066157,0.997291392134954,0.9926715522984676,0.9966555183946488,0.9965756252177362,0.999940761019238,0.9997984628690938,0.0020727341247409,5296,11,5,1490
iscx_url2016_binary,s1,r01,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,2.804862100000264,0.41,6802,5307,1495,0.41,0.9975007350779184,0.9955155461361376,0.9966397849462364,0.9919732441471572,0.9963502183212324,0.9999408870596228,0.9998033342231226,0.0009421518748822,5302,5,12,1483
iscx_url2016_binary,s1,r01,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,3.0696900000002643,0.47,6802,5307,1495,0.47,0.9973537194942664,0.99614202986779,0.993979933110368,0.993979933110368,0.99614202986779,0.9999281569807784,0.9997586320506836,0.001695873374788,5298,9,9,1486
iscx_url2016_binary,s1,r01,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,1.740141300000232,0.16,6802,5307,1495,0.16,0.997794766245222,0.9973856073224422,0.9933333333333332,0.9966555183946488,0.9967888794454453,0.999940761019238,0.999800763333976,0.0018843037497644,5297,10,5,1490
iscx_url2016_binary,s1,r01,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,2.0298565999996754,0.14,6802,5307,1495,0.14,0.9980887974125258,0.9978142706704656,0.994,0.9973244147157192,0.9972170288527192,0.999947063038468,0.9998194123538608,0.001695873374788,5298,9,4,1491
iscx_url2016_binary,s1,r01,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.550394265232975, ""subsample"": 0.9}",ok,1.5823591000003034,0.36,6802,5307,1495,0.36,0.9979417818288738,0.9969993565638366,0.9953177257525084,0.9953177257525084,0.9969993565638366,0.9999702544692344,0.9998960932400502,0.0013190126248351,5300,7,7,1488
iscx_url2016_binary,s1,r02,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,1.4779805000002852,0.37,6802,5307,1495,0.37,0.981182005292561,0.9684815851847092,0.9678302532511978,0.945819397993311,0.9723386020258048,0.992342290393265,0.9862775084963552,0.0088562276238929,5260,47,81,1414
iscx_url2016_binary,s1,r02,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,1.565375000000131,0.52,6802,5307,1495,0.52,0.9829461922963836,0.9674500706771456,0.9818308874912648,0.939799331103679,0.9747459882316596,0.9928445613258944,0.9870203129321355,0.0048991897493876,5281,26,90,1405
iscx_url2016_binary,s1,r02,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,1.3600937000001068,0.83,6802,5307,1495,0.83,0.981182005292561,0.9641573916698648,0.9796491228070175,0.9337792642140468,0.9720919259627764,0.993783814271931,0.9867234922189112,0.0054644808743169,5278,29,99,1396
iscx_url2016_binary,s1,r02,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,3.0407541999998102,0.25,6802,5307,1495,0.25,0.9970596883269628,0.994992667600626,0.9952988582941572,0.991304347826087,0.9957071739799964,0.999944290150007,0.999807389948384,0.0013190126248351,5300,7,13,1482
iscx_url2016_binary,s1,r02,rf,rf_depth24_leaf2,1,"{""class_weight"": null, ""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",ok,2.9560231000000385,0.23,6802,5307,1495,0.23,0.9970596883269628,0.9964340654389072,0.9913391072618256,0.9953177257525084,0.9957195315221704,0.999938996453854,0.9997894326635294,0.0024495948746938,5294,13,7,1488
iscx_url2016_binary,s1,r02,rf,rf_unlimited_leaf5_balanced,2,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",ok,3.137583899999754,0.41,6802,5307,1495,0.41,0.9972067039106144,0.9960478146803018,0.9933155080213903,0.993979933110368,0.9959286761317276,0.9999013103788584,0.9996664360516848,0.0018843037497644,5297,10,9,1486
iscx_url2016_binary,s1,r02,xgb,xgb_d4_lr005,0,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,2.0750370999999177,0.17,6802,5307,1495,0.17,0.9973537194942664,0.995661563921696,0.9953051643192488,0.9926421404682274,0.996138317106628,0.9999313079903932,0.9997691953656056,0.0013190126248351,5300,7,11,1484
iscx_url2016_binary,s1,r02,xgb,xgb_d6_lr005,1,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 250, ""reg_lambda"": 1.0, ""scale_pos_weight"": 1.0, ""subsample"": 0.9}",ok,2.043460200000027,0.17,6802,5307,1495,0.17,0.9982358129961776,0.997187786938813,0.9966510381781648,0.9953177257525084,0.9974267832445078,0.9999660951365428,0.999882580559848,0.0009421518748822,5302,5,7,1488
iscx_url2016_binary,s1,r02,xgb,xgb_d6_lr01_balanced,2,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""scale_pos_weight"": 3.550394265232975, ""subsample"": 0.9}",ok,1.602411200000006,0.19,6802,5307,1495,0.19,0.9983828285798294,0.9975222350993482,0.99665327978581,0.9959866220735786,0.9976417849905612,0.9999731533980802,0.9999069896805528,0.0009421518748822,5302,5,6,1489
iscx_url2016_binary,s1,r03,lr,lr_c01,0,"{""C"": 0.1, ""class_weight"": null}",ok,1.3744627999999466,0.52,6802,5307,1495,0.52,0.983387239047339,0.9677327162396104,0.9838935574229692,0.939799331103679,0.9753807770859224,0.9921059646721404,0.9864663609613196,0.0043338986244582,5284,23,90,1405
iscx_url2016_binary,s1,r03,lr,lr_c1,1,"{""C"": 1.0, ""class_weight"": null}",ok,1.5140450999997483,0.48,6802,5307,1495,0.48,0.9838282857982946,0.9711383904516846,0.9772570640937284,0.948494983277592,0.976170174927006,0.9929736266797246,0.98774248600601,0.0062182023742227,5274,33,77,1418
iscx_url2016_binary,s1,r03,lr,lr_c1_balanced,2,"{""C"": 1.0, ""class_weight"": ""balanced""}",ok,1.2878559999999195,0.81,6802,5307,1495,0.81,0.9826521611290796,0.9682225721943568,0.9777931991672448,0.94247491638796,0.9743740734724236,0.993473376804662,0.9864769787761216,0.0060297719992462,5275,32,86,1409
iscx_url2016_binary,s1,r03,rf,rf_depth16_leaf1,0,"{""class_weight"": null, ""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",ok,2.884243399999832,0.24,6802,5307,1495,0.24,0.9975007350779184,0.9971971769474656,0.9920106524633822,0.9966555183946488,0.9963624729031222,0.9999407610192382,0.9997964069365278,0.0022611644997173,5295,12,5,1490
